show;number;title;duration;date;year;month;weekday;host;guest;category;topic;summary;network
Batman University;4;"""Feat of Clay"" with Joe Rosensteel";01:03:39;2016-07-21;2016;July;Thursday;Tony Sindelar;Joe Rosensteel;NA;Batman the Animated Series “Feat of Clay”;Tony and Joe discuss the episode “Feat of Clay.”;The Incomparable
Batman University;3;"""P.O.V."" with Sam Einhorn";00:34:07;2016-07-14;2016;July;Thursday;Tony Sindelar;Sam Einhorn;NA;Batman the Animated Series “P.O.V.”;Tony and Sam discuss the episode “P.O.V.” with a lengthy discussion of The Question and Renee Montoya.;The Incomparable
Batman University;2;"""Showdown"" with Jeremy Goldstein";00:25:00;2016-07-07;2016;July;Thursday;Tony Sindelar;Jeremy Goldstein;NA;Batman the Animated Series “Showdown”;Tony and Jeremy talk about “Showdown” featuring Jonah Hex!;The Incomparable
Batman University;1;"""Zatanna"" with Lisa Schmeiser";00:44:17;2016-06-30;2016;June;Thursday;Tony Sindelar;Lisa Schmeiser;NA;Batman: The Animated Series - “Zatanna”;In the inaugural episode of TeeVee’s coverage of “Batman: The Animated Series,” Tony and Lisa discuss “Zatanna” and other Batman related topics. If you want to subscribe to a feed featuring only this series, it’s http://feeds.theincomparable.com/batman;The Incomparable
Bear Left (Right Frog);10;Muppets Haunted Mansion;00:38:04;2021-10-29;2021;October;Friday;"Quinn Rose;Stephen Hackett";NA;NA;NA;The Muppets are kind of back and so are we! We walk through the Disney+ Halloween special, which features Gonzo and Pepe traversing through an homage to Disney World’s Haunted Mansion ride. Join us to hear about the good (lots of music!), the bad (not a lot of plot), and the weird (goats?);The Incomparable
Bear Left (Right Frog);9;Muppets Most Wanted;01:09:04;2021-03-30;2021;March;Tuesday;"Quinn Rose;Stephen Hackett";NA;NA;NA;Muppets Most Wanted is it: the most recent Muppets movie, with no theatrical releases currently in the works. Will this be the last Muppets movie ever? Almost certainly not. But for a momentary finale, it’s pretty good!;The Incomparable
Bear Left (Right Frog);8;The Muppets;01:09:56;2021-02-26;2021;February;Friday;"Quinn Rose;Stephen Hackett";NA;NA;NA;We’ve made it through the murkiest period in Muppets movie history and arrived at the wonderful other side: the 2011 sequel/reboot The Muppets. At once a return to classic Muppets form and a fresh approach for the modern age, this movie brought our favorite puppets back into people’s hearts and screens. Between the cast, music, and jokes, there is so much to love about the (so far) penultimate Muppets movie.;The Incomparable
Bear Left (Right Frog);7;The Muppets' Wizard of Oz;01:14:09;2021-01-29;2021;January;Friday;"Quinn Rose;Stephen Hackett";NA;NA;NA;There are good Muppet movies, there are bad Muppet movies, and then there’s The Muppets’ Wizard of Oz. This fever dream of a TV movie is full of inappropriate humor, terrible CGI, and truly baffling decisions. Join us in dissecting the strangeness, won’t you?;The Incomparable
Bear Left (Right Frog);6;The Muppet Christmas Carol;00:59:34;2020-12-23;2020;December;Wednesday;"Quinn Rose;Stephen Hackett";NA;NA;NA;For December we jump back to The Muppet’s first adaptation of a classic story and first movie produced after Jim Henson’s death, The Muppet Christmas Carol. This movie has everything: Gonzo playing Charles Dickens, genuine tear-jerker scenes, comedic rats, tiny frog children, and the most disturbing Muppet to grace our screens thus far.;The Incomparable
Bear Left (Right Frog);5;Muppets From Space;01:04:05;2020-11-20;2020;November;Friday;"Quinn Rose;Stephen Hackett";NA;NA;NA;Muppets From Space sure is a movie that exists! We do our best to pull out the charming moments from what’s often considered the worst Muppet movie, and examine the mysterious writing conflicts that may explain how it got that way.;The Incomparable
Bear Left (Right Frog);4;Muppet Treasure Island;01:16:47;2020-10-30;2020;October;Friday;"Quinn Rose;Stephen Hackett";NA;NA;NA;All aboard for Muppet Treasure Island, a pirate adventure with top-tier music, Kermit costumes, and Tim Curry.;The Incomparable
Bear Left (Right Frog);3;The Muppets Take Manhattan;01:30:17;2020-09-30;2020;September;Wednesday;"Quinn Rose;Stephen Hackett";NA;NA;NA;After the sophomore slump of The Great Muppet Caper, the Muppets are back firing on all cylinders for The Muppets Take Manhattan. The gang becomes starving artists, there’s an entire scene in Sardi’s, and Quinn gives a queer reading of Fozzie Bear.;The Incomparable
Bear Left (Right Frog);2;The Great Muppet Caper;01:19:01;2020-08-21;2020;August;Friday;"Quinn Rose;Stephen Hackett";NA;NA;NA;It’s a hard task to follow up the achievement that was The Muppet Movie, but The Great Muppet Caper in 1981 certainly… follows up. We discuss where this film falls short, but still have plenty to appreciate in the jokes, choreography, and Murphy Beds. Also, Quinn has never seen James Bond. I know, I know.;The Incomparable
Bear Left (Right Frog);1;The Muppet Movie;01:17:31;2020-07-23;2020;July;Thursday;"Quinn Rose;Stephen Hackett";NA;NA;NA;We’re searching for the Rainbow Connection in our first episode all about the 1979 film that turned a TV phenomena into a decades-long movie franchise: The Muppet Movie. Which jokes are still perfect in 2020, and which ones required a search engine to get? How does Kermit ride a bicycle? Where is the line between a frog on the menu and our good friend Kermit? We are able to answer some of these questions.;The Incomparable
Beginner's Puck;49;Here's How We're Going to Do It;00:46:04;2023-01-10;2023;January;Monday;"Erika Ensign;Deborah Stanish";NA;NA;NHL Accountability and World Juniors;Are our favorite teams still saddled with Problematic Players? You bet. Are we tired of these things keeping us from the game we love? One Hundred Percent! In this episode we work our way through and beyond the messiness and get back to the joy of the sport. We catch up on our teams, make a (very) small case for Torts being the right coach for Philly and how World Juniors hit a bit different in Canada this year. We give props to Boston for their “man, we really screwed up and we have a plan to fix that” after the Mitchell Miller Debacle. (And yes, our fingers are crossed it’s not just performative.)In short, hockey is still a beautiful game and we miss talking about it so here’s how we’re going to do it…by finding our hockey joy wherever we can. We hope you join us!New to Hockey? We are here for you. Drop us a tweet or email us at beginnerspuck@gmail.com and we’ll help you navigate this wild, fantastic landscape!;The Incomparable
Beginner's Puck;48;Goon;00:57:27;2022-05-20;2022;May;Friday;"Erika Ensign;Deborah Stanish";Lisa Schmeiser;NA;Movie Review - Goon;As a special treat for Incomparable membership month, Deb and Erika bring you a taste of the fun members get — by sharing their very first members-only special from 2017!Deb and Erika are joined by Lisa Schmeiser as they discuss “Goon”, the 2011 sports comedy about bros, fighting, and what it means to be part of a team. Loosely based on the life of enforcer Doug Smith, the Beginner’s Puck crew breaks down the hockey stereotypes, hockey truths, and how this bro-iest of bro movies is weirdly enlightened. ;The Incomparable
Beginner's Puck;47;We're Back! (Kinda);00:34:37;2022-05-06;2022;May;Friday;"Erika Ensign;Deborah Stanish";NA;NA;How the NHL Broke Our Hearts;We’re back! Kinda? Sorta? It’s been a while because, honestly, this year has been ROUGH. What happens when the thing you love doesn’t love you back? Deb and Erika talk about the heartache of hockey, and we don’t mean the stuff that happens on the ice. But like any heartache, you grow and move on, a little tougher, a little wiser, and a whole lot sassier.We can’t wait to see you next season!;The Incomparable
Beginner's Puck;46;Off-season Moves and Bagging on Bags;01:04:13;2021-09-28;2021;September;Monday;"Erika Ensign;Deborah Stanish";NA;NA;Catching Up & COVID (Attendance) Protocols;It’s all happening now. Teams are shaking it up and shaking it down, skates are on ice, and we’re weeks away from the official start of the 2021-2022 season. Deb and Erika work through our varying degrees of excitement both at what’s happened over a very active summer and what we’re (sorta) looking forward to this season. Of course we’ll all be going in empty handed thanks to the new NHL bag policy but hey…it’s like they say: Hockey is for Everyone…Who Has Pockets.In this episode’s “What the Puck” we discuss the NHL COVID policy and how that could affect teams with unvaccinated players. Finally, Erika announces a project that will help newbie fans work through our back catalog. New to Hockey? We are here for you. Drop us a tweet or email us at beginnerspuck@gmail.com and we’ll help you navigate this wild, fantastic landscape!;The Incomparable
Beginner's Puck;45;Playoffs? Playoffs!;00:46:14;2021-05-17;2021;May;Monday;"Erika Ensign;Deborah Stanish";NA;NA;Stanley Cup;Much like the Tampa Bay Lightning Deb and Erika are taking advantage of circumstances and letting it roll. In our case, dropping an unplanned and unscripted podcast to celebrate the official kick off of the Stanley Cup Playoffs. Sorta. This ep is all about conflict: ours, Tom Wilson’s, John Tortorella’s…. But we also touch on good social media, anticipated battles, the upcoming expansion draft and our excitement of watching the Kraken in their new arena in 2022. We believe.New to Hockey? We are here for you. Drop us a tweet or email us at beginnerspuck@gmail.com and we’ll help you navigate this wild, fantastic landscape!;The Incomparable
Beginner's Puck;44;Hockey's Still Happening;00:46:06;2021-02-22;2021;February;Sunday;"Erika Ensign;Deborah Stanish";NA;NA;COVID Hockey;Hockey, yay? Deb and Erika end their long hiatus to discuss the current state of the NHL including COVID COVID everywhere, trades that make you go “yoinks!”, outdoor games, and Crosby’s big 1000. There may also be a little bit of Tony D’Angelo schadenfreude. I mean, c’mon, we’re only human!In this ep’s “What the Puck?” we delve into the who, what and why’s of The Taxi Squad and, finally, Deb ties it all up in a neat hockey tidbit bow by remembering the 2008 Winter Classic New to Hockey? We are here for you. Drop us a tweet or email us at beginnerspuck@gmail.com and we’ll help you navigate this wild, fantastic landscape!;The Incomparable
Beginner's Puck;43;No Cross Check, Please!;01:02:43;2020-08-16;2020;August;Saturday;"Erika Ensign;Deborah Stanish";NA;NA;Tukka Rask leaves bubble and crosschecking;"So far, so good, right? The bubble appears to be holding, but but that doesn’t mean it’s all champagne and roses, especially if you’re a Bruins fan. Deb and Erika talk about today’s biggest story (Tukka Rask), last week’s biggest story (that 6+ hour game), and the final slotting of the draft lottery. (Remember that?) We also touch on the sassiness of the Jumbotron operators; the heroes and villains of the playoffs; and, of course, The Refs (See also: heroes and villains).In this episode’s “What the Puck” we are all about the checks: body, hip and cross as well as a few that were new to us. And, finally, Erika has been sprinkling the internet with her hockey tidbits over at @HollyGoGarkly on Twitter.New to Hockey? We are here for you. Drop us a tweet or email us at beginnerspuck@gmail.com and we’ll help you navigate this wild, fantastic landscape!";The Incomparable
Beginner's Puck;42;Hockey Gets Kraken;00:55:12;2020-07-26;2020;July;Saturday;"Erika Ensign;Deborah Stanish";NA;NA;NA;So much has happened since we last chatted in May: there’s Kraken and bubbles and some shady Byng-ing going on. Deb and Erika reach waaaaay back and talks about the Draft Lottery, how the US couldn’t keep their #%@^ masks on and lost a hub, as well as the NHL awards that will be awarded who knows when. What even in time?! throws handsErika gives us some perspective on what we can expect in a hub city given that she, you know, lives in one. We also talk about our conflict over how excited we are that hockey is back and just how stupid it is that hockey is back. Look, we are complex people and can hold multiple, simultaneous opinions, okay?Finally, in our delightful little hockey tidbit, Deb introduces you all to Gritty’s 1/4 hour of power. It’s good, clean, dumb fun and who doesn’t need that?Have a hockey question, comment or observation? Hit us up on Twitter @Beginnerspuck or drop us an email at beginnerspuck@gmail.com.;The Incomparable
